code,product_name,ingredients_text,allergens,allergens_en,additives_en,confirmed_allergens,potential_allergens,evidence_level,evidence_text,is_food,review_status
00013819,Triangle Comtois,"PATE A PAIN [farine de BLE (farine de BLE, GLUTEN de BLE, farine de BLE malité, levure désactivée), eau, dextrose, graines de tournesol 1,5%, sel, levure, poudre de BEURRE, perméat de LACTOSERUM, émulsifiant: E471e, GLUTEN de BLE. graines de millet 0,3%, graines de SESAME O,3%, colorant E160aiii, agent de traitement de la farine : E300], décor GRAINES 3% [millet 45%, SESAME 35%, pavot 20%]. UR US Garhiture 56% Jambon 35,7% (jambon de porc [origine France], eau, sel, arômes naturels, dextrose, bouillon de porc déshydratė [eau, os et viande de porc, extrait de carotte et extrait de poireau], sirop de glucose, chlorure de potassium, antioxydant ascorbate de sodium. conservateur nitrite de C sodium)salade batavia 21,4%. tomate 21.4% COMTE 7,1% (LAIT de vache, sel, FERMENTS LACTIQUES, présure), moutarde 7,1% (eau, graines de moutarde, vinaigre d’alcool, sel, acidifiant : acide citrique, conservateur : DISULFITE de potassium), BEURRE léger 7,1% (eau, BEURRE, amidon modifié E1422, amidon de pomme de terre, acidifiant : acide lactique, sel 0,4%, émulsifiants E471, épaississant E466, conservateur : sorbate de potassium colorant : bêta-carotène, arôme naturel)",,,"E1422 - Acetylated distarch adipate,E160a - Carotene,E160ai - Beta-carotene,E160aiii - Beta-carotene from blakeslea trispora,E300 - Ascorbic acid,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids",,,,,,PENDING
00013826,Le jurassien,"Pain triangle aux CEREALES 37,7% : PATE (farine de BLE (farine de BLE, GLUTEN de BLE, farine de BLE malté, levure désactivée)), eau, dextrose, graines de tournesol 1,5%, sel, levure, poudre de BEURRE, perméat de LACTOSERUM, émulsifiant : E471e, GLUTEN de BLE, graines de millet 0,3%, graines de SESAME 0,3%, colorant : E160iii, agent de traitement de la farine : E300. décor GRAINES 3% (millet 45%, SESAME 35%, pavot 20%) Garniture 62,3% : concombre 30,3%, radis rouge 24,2%, carottes râpées 12,1%, COMTE 12,1% ( LAIT de vache, sel, FERMENTS LACTIQUES, présure), FROMAGES aux 4 poivres 12,1% (FROMAGE frais, eau, CREME, sel 1,5%, poivres 0,3% : vert, blanc, noir, baies roses, poivrons, arômes de BLE, dextrose), salade de batavia 9,1% (% exprimés sur la garniture)",,,E300 - Ascorbic acid,,,,,,PENDING
0001472055734,,"Wasser, Weizenvollkornmehl, Weizeneiweiß, Sonnenblumenkerne, Leinsamen, Erbsenschrot, Hefe, Sesam, Weizenproteinkonzentrat, Ackerbohnenmehl, Gerstenmalz - mehl, Weizenspeisekleie, Natursauerteig (Wasser, Roggen - vollkornmehl, Roggenmehl, Weizenmehl), Säureregulator: Natriumacetate; Roggenmehl, Salz. Kann Spuren von Ei, Soja und Milch enthalten. Angebrochene Packung stets wieder mit Clip verschließen und möglichst bald verzehren. Ungeöffnet",,,E262 - Sodium acetates,,,,,,PENDING
0001505501180,miso ramen,"RAMEN NOODLES: WHEAT FLOUR, SHORTENING OIL, TAPIOCA STARCH, POTATO STARCH, SALT, SODIUM HEXAMETAPHOSPHATE, SODIUM HYDROGEN CARBONATE, MIXED TOCOPHEROL, GUAR GUM, AND RIBOFLAVIN. SOUP SAUCE RED MISO WATER SOYBEAN RICE, AND SALT), WATER, SOYBEAN OIL, MALTODEXTRIN, SALT, YEAST EXTRACT, KELP POWDER (DEXTRIN, KELP BROTH, AND KELP EXTRACT), SUGAR SOY SAUCE POWDER ASOY SAUCE SOYBEAN, SALT AND ALCOHOL], DEXTRIN, AND SALT)*, SHALLOT*, WHITE RADISH*, TUNA POWDER (TUNA, MALTODEXTRIN, SALT, AND SUGAR), ONION, GARLIC, SODIUM LACTATE, SODIUM ACETATE, CARAMEL POWDER, DISODIUM INOSINATE AND DISODIUM GUANYLATE, POTASSIUM CHLORIDE, GINGER XANTHAN GUM, SESAME OIL, AND CITRIC ACID. VEGETABLE: CARROT*, CORN*, GREEN ONION* AND SESAME. CHILI OIL PACK: SOYBEAN OIL, GINGER, CHILI OIL. CONTAINS: SOY, WHEAT, SESAME, AND FISH (TUNA). MANUFACTURED IN A FACILITY THAT PROCESSES SOY, WHEAT, AND FISH. *DRIED COOKING INSTRUCTIONS RETTLE AND ENJOY! 4. ADD THE FLAVORING OIL, STIR WELL THE PACKETS. 1. OPEN THE LID HALFWAY AND RENOIE CLOSE THE LID AND WAIT 3 MINUTES 3. ADD HOT WATER TO THE FILL LINE PACKETS (WAIT ON THE FLAVOR OIL. 2. ADD THE VEGGIES AND SEASONING een MICROWAVE on oven wattage. THE PACKETS. 1. OPEN THE LID HALFWAY AND REFUTE HIGH FOR 2 MINUTES AND MICROWAVE † Microwave cook times may vary depe 3. ADD COOL WATER TO THE FILE 2. ADD THE VEGGIES AND SEASONING PACKETS (WAIT ON THE FLAVOR OIL, STIR WELL AND OR 1 MINUTE ADD THE DO NOT MICROWAVE WITH CONTENTS WILL BE HOT PLEASE",,,"E101 - Riboflavin,E101i - Riboflavin,E1400 - Dextrin,E262 - Sodium acetates,E262i - Sodium acetate,E306 - Tocopherol-rich extract,E325 - Sodium lactate,E330 - Citric acid,E412 - Guar gum,E415 - Xanthan gum,E452 - Polyphosphates,E452i - Sodium polyphosphate,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E627 - Disodium guanylate,E631 - Disodium inosinate",,,,,,PENDING
0001509202181,Michigan bread company,"unbleached hard spring wheat flour, malted barley flour, niacin, reduced 70 iron, thiamin riboflavin, folic acid, water, 1% sesame seeds, sugar, salt, 0% soybean oil, hydrogenated soybean oil, hydrogenated cottonseed oil, yeast, enzymes, calcium propionate 0% (preservative). 1 slice (28 g) mononitrate, % dally value 5% 4% 0%",,,,,,,,,PENDING
00015271,Suédois au thon,"PAIN SUEDOIS 37,3% : Farine de BLE, eau, farine de SEIGLE 15%, sucre, sirop de sucre, huile de colza, GLUTEN DE BLE, sel, levure, levain en poudre, émulsifiants : E471, E472e, poudre à lever E503ii, fructose, farine de malt d'ORGE, agent de traitement des farines : E300, enzymes. Garniture : 62,7% : THON au naturel 29,8% (THON, eau, sel), salade verte 17,9%, carottes râpées 11,9%, concombre 11,9%, FROMAGE FRAIS 11,9% (BABEURRE, CREME pasteurisée 13,3%, protéines de LAIT, acidifiant : acide citrique, sel, épalssissant : farine de graines de daroube, conservateur : sorbate de potassium, arôme naturel), FROMAGE BLANC 3,1% MG 11,9%, corlandre fraiche 3%. graihes de SESAME 1,8%, (% exprimés sur la garniture)","en:fish,en:gluten,en:milk,en:sesame-seeds",,"E202 - Potassium sorbate,E300 - Ascorbic acid,E330 - Citric acid,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E503 - Ammonium carbonates,E503ii - Ammonium hydrogen carbonate",,,,,,PENDING
00015363,Solène céréales poulet à l’italienne,"PAIN SOLENE AUX CEREALE S 51,4% Farine de BLE, eau, GRAINES 8% [lin brun, millet, lin jaune, tournesol, SESAME], sel, levure, GLUTEN DE BLE, farine de BLE malté, levure désactivée, agent de traitement de la farine : acide ascorbique, Garniture 48,6% : Émincé de poulet rôti 39,1% (filet de poulet 82% [origine UE], eau, acidifiant : lactate de potassium et acétate de sodium, amidon modifié de manioc, sel,  dextrose et sirop de glucose, arômes, gélifiants E407a, antioxydant : érythorbate de sodium, colorant: caramel), billes de MOZZARELLA 31,3% (LAIT pasteurisé, sel, coagulant microbien correcteur d'acidité E330, conservateur : E202), tomates confites 15,6% (tomates 73,5% huiles végétales 25%, sel, ail, origan), salade batavia 11,7%. huile d'olive 1,4%. épices italiennes (poivrons rouge et vert, tomate en poudre, ail déshydraté 14,9%, origan 11,8%, oignon déshydrate, marjolaine 5%, paprika, basilio, poivre noir, huile de tournesol, antiagglomérant : dioxyde de silicium).",,,"E14XX - Modified Starch,E150 - Caramel,E202 - Potassium sorbate,E262 - Sodium acetates,E262i - Sodium acetate,E300 - Ascorbic acid,E316 - Sodium erythorbate,E326 - Potassium lactate,E407a - Processed eucheuma seaweed,E551 - Silicon dioxide",,,,,,PENDING
00016872,Zen Party Mix,"ROASTED PEANUTS (PEANUTS, PEANUT OR CANOLA OIL, SALT), SESAME STICKS (UNBLEACHED WHEAT FLOUR, SESAME SEEDS, SUNFLOWER OIL, SA;T, BEET POWDER, TURMERIC), CHILI CRACKERS (RICE, CORN STARCH, SOY SAUCE[WATER, SOYBEANS, WHEAT, SALT], BROWN RICE SYRUP, PAPRIKA, ONION POWDER, GARLIC POWDER), TAMARI ROASTED ALMONDS (ALMONDS, TAMARI SHOYU [WATER, WHEAT, SOYBEANS, SALT]), SALT","en:gluten,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans",,,,,,,,PENDING
0001900014845,,"WHEAT flour, cherry tomatoes 31 5%, water, refined high cleic vegetable sunflower oil, extra virgin olive oil, yeast, salt, malt extract (BARLEY com). spices (rosemary, sage, laurel, fennel seeds, coriander seeds, oregano, pepper, parsley, garlic, marjoram in varying proportions), flavors. Contains GLUTEN. It may contain traces of MILK and milk products EGGS, NUTS, SOYA FISH SESAME seeds, MUSTARD.",,,,,,,,,PENDING
0001944010759,,"59% Alaska-Seelachsfilet**, Weizenm liche Öle (Raps, Sonnenblume), Wasser, Hefe, Dextrose, Gewürze. ¹Kann Spuren von Ei, Soja, Milch, Sell Krebstieren, Sesam und Weichtiere Vereinzelt kann es zu Eiweißaustritt k Remoulade Zutaten: 65% Rapsöl, Wasser, Branntweinessig Eigelb, Senf (Wasser, Senfsaaten, B Speisesalz, Gewürze), Kräuter, Stärke Säuerungsmittel Citronensäure, Anti E 385. *Österreich: Weingeistessig",,,,,,,,,PENDING
0002000007201,Seeded hamburger 8 enriched buns,"Enriched wheat flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water, yeast, high fructose corn syrup, soybean oil, contains 2% or less of the following: wheat gluten, sesame seeds, salt, cultured wheat flour, dough conditioners (sodium stearoyl lactylate, monoglycerides, ascorbic acid), yeast nutrients (monocalcium phosphate, calcium sulfate, ammonium sulfate), calcium propionate (preservative), vinegar, soy lecithin.","en:gluten,en:sesame-seeds",,"E282 - Calcium propionate,E300 - Ascorbic acid,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate,E517 - Ammonium sulphate",,,,,,PENDING
0002000010775,Escalope soja et blé,"Protéines de soja et de blé réhydratées, Eau, Chapelure (farine de blé, eau, huile de colza, levure, sel épices (pa rika curcuma)) ; Huiles végétales (tournesol colza), BIPanc d'œuf* en poudre, Amidon de maïs, Fi6res d'agrumes, Extrait de levure, Farine de blé, Epices (oignon en poudre, paprika, piment rouge, ail deshydraté cumin, origan) ; Concentré de tomates, Vinaigre, Sel, Ail, Jaune d'œuf*, Sel iodé, Moutarde, Sucre, (*Poules élevées au sol,) Peut contenir : sésame, céleri,",,,,,,,,,PENDING
0002000012670,,"Farine de blé 28,2%, eau, farine de blé complet 22%, levure, sema de maïs, gluten de blé, graines de tournesol toastées 2,6%, graines de courge toastées 2,6%, graines de tourne 2,1%, sucre, alcool, sel, graines de lin brun 0,6%, graines de pavot 0,5%, graines de millet 0,5%, graines de lind 0,4%, amidon de maïs, levain de blé dévitalisé, poudre d'acérola, conservateurs: propionate de calcium, a sorbique, levure sèche désactivée. Traces éventuelles de lait, œuf, sésame, soja et moutarde. Fabriqué en Fra Les graines ne proviennent pas de France. də sun эр эшше and de sns ариалалдар ашшоя 9202",,,E282 - Calcium propionate,,,,,,PENDING
00021065,Sächsischer Christstollen,"WEIZENMEHL, Sultaninen, Margarine (Palmfett, Wasser, Rapsöl, Emulgatoren Mono - und Diglyceride von Speisefettsäuren und Sonnenblumenlecithine, Säuerungsmittel Citronensäure), Orangeat / Zitronat (Orangen - und Zitronenschalen, Glukose-Fruktosesirup, Zucker, Salz, Säuerungsmittel Citronensäure), Wasser, Zucker, Hefe, MANDELN, Backmittel (SÜSSMOLKENPULVER, MAGERMILCHPULVER, Palmfett, Glukosesirup, MILCHEIWEISS, Mehlbehandlungsmittel Ascorbinsäure), Rum, Salz, Aromen (enthält SOJA, MANDELN), Kokosfett, Dekor: Dekorzucker (Traubenzucker, WEIZENSTÄRKE, Palmfett, natürliches Aroma), BUTTERFETT mit Aroma Vanillin, Zucker, natürliches Vanillearoma. Kann Spuren von SESAM, ERDNÜSSEN, anderen SCHALENFRÜCHTEN und EIPRODUKTEN enthalten.",,,"E300 - Ascorbic acid,E330 - Citric acid",,,,,,PENDING
0002114016000,Unseasoned Plain Bread Crumbs,"Enriched flour (flour, malted barley, niacin, ferrous sulfate, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils), water, salt. contains 2 percent or less of yeast, honey, molasses, sugar, wheat gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, oat flour, corn meal, rice flour, potato flour, butter, dough conditioners (mono-and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative), sesame seeds, sunflower seeds, eggs.","en:eggs,en:milk,en:sesame-seeds",,"E170 - Calcium carbonates,E170i - Calcium carbonate,E202 - Potassium sorbate,E270 - Lactic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E517 - Ammonium sulphate",,,,,,PENDING
0002114016007,Italian Style Bread Crumbs,"Enriched flour (flour, malted barley, niacin, ferrous sulfate, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils), water, salt. contains 2 percent or less of yeast, honey, molasses, sugar, wheat gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, oat flour, corn meal, rice flour, potato flour, butter, dough conditioners (mono - and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative), sesame seeds, sunflower seeds, eggs, dehydrated parsley, romano cheese made from cow's milk (skim milk, cheese culture, salt, enzymes), spices, onions, garlic, celery, paprika (color).","en:celery,en:eggs,en:milk,en:sesame-seeds",,"E170 - Calcium carbonates,E170i - Calcium carbonate,E202 - Potassium sorbate,E270 - Lactic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E517 - Ammonium sulphate",,,,,,PENDING
0002114016008,"Unseasoned bread crumbs, plain","Enriched flour (flour, malted barley, niacin, ferrous sulfate, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils), water, salt. contains 2 percent or less of yeast, honey, molasses, sugar, wheat gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, oat flour, corn meal, rice flour, potato flour, butter, dough conditioners (mono - and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative), sesame seeds, sunflower seeds, eggs.","en:eggs,en:milk,en:sesame-seeds",,"E170 - Calcium carbonates,E170i - Calcium carbonate,E202 - Potassium sorbate,E270 - Lactic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E517 - Ammonium sulphate",,,,,,PENDING
00000194,Bio Walnusskerne Achtel kerne,100% Organic Walnut kernels (Juglans regia),en:nuts,,,,,,,,PENDING
00000258,"Protein Bar, Almond and Chocolate","Types I ,  III Bovine Collagen, Type II Marine Collagen, Type II Chicken Sternum Collagen, Types I, V ,  X Eggshell Membrane Collagen",,,,,,,,,PENDING
00000959,Walnut halves & pieces,contains walnut; produced on equipment that also handles almonds and cashews.,,,,,,,,,PENDING
0000112407374,Velouté Carotte Potiron Patate douce,"Eau, légumes 37% (carotte 16% , patate douce 6,3%, potiron 5,7%, pomme de terre, oignon), lait de coco reconstitué 5,7% (eau, pulpe de noix de coco, maltodextrine de tapioca, caséinate de sodium (lait)), crème 1,7% (dont lait), amidon modifié de mais, sel, sucre, lait écrémé en poudre, arômes (dont céleri), sirop de glucose, exhausteur de goût : glutamate monosodique.",en:milk,,"E14XX - Modified Starch,E621 - Monosodium glutamate",,,,,,PENDING
0000122120101,MOA,"at Of which saturated arbohydrate Of which sugars otein alt &lt;0.0 REDIENTS: Water, mango (Mangifera indica) fruit puree, prune nus domesticus) fruit juice concentrate, pomegranate (Punica g fruit juice concentrate, blackberry (Rubus fruticosus) fruit juice trate, flavouring (fermented flax seed and oregano oil), pear (Pyn munis) fruit juice concentrate, cranberry (Vaccinium oxycoccus) e concentrate, sour cherry (Prunus cerasus) fruit juice concentra kcurrant (Ribes nigrum L) fruit juice concentrate, noni (Morinda olia) fruit juice concentrate, mangosteen (Garcinia mangostana) ee, goji (Lycium barbarum) berry puree, acai (Euterpe oleracea) b , aloe Vera (Aloe barbadensis) leaf gel, acerola cherry (Malpighi ra) fruit juice, dextrose, maltodextrin, peach (Prunus persica) fr concentrate, apple (Malus domestica) fruit juice concentrate, rberry (Sambucus nigra) fruit juice concentrate, natural flavouri ener (xanthan gum), Bergavit 40 bergamot (Citrus bergamia o & Poit.), reishi (Ganoderma lucidum) mushroom powder, shita inula edodes) mushroom powder, cordyceps (Cordyceps sinens room powder, almond mushroom (Agaricus blazei) powder, Lic e (Hericium erinaceus) mushroom powder, white tea (Camellia sis) leaf extract, black cumin (Nigella sativa) seed, maitake ala frondosa) mushroom powder, grape (Vitis vinifera) seed extr al strawberry flavouring, green tea (Camellia sinensis) leaf extm tener (steviol glycosides), black pepper (Piper nigrum) fruit ext perry (Vaccinium angustifolium) fruit puree, elderberry (Sambuc fruit puree, orange (Citrus sinensis) fruit puree, kelp (Ascophy sum) leaf powder, turmeric (Curcuma longa) rhizome powder. ommended daily dose: Drink one nouch (50 ml)",,,"E415 - Xanthan gum,E960 - Steviol glycosides",,,,,,PENDING
